ID,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),CO2 Emissions(g/km)
294,DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,11.2,8,225
295,DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,12,7.6,230
296,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,X,12.5,8.1,242
297,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,17,11.2,230
298,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,258
299,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,301
300,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,15.8,9.2,294
301,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,320
302,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Z,16.7,10.3,317
303,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,258
304,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,237
305,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,294
306,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,251
307,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10,308
308,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,251
309,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,237
310,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.2,8.7,258
311,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.3,12.6,251
312,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.3,7.6,235
313,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,222
314,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,16.7,10.3,317
315,DODGE,DART,MID-SIZE,2,4,M6,X,9.4,6.5,186
316,DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,198
317,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,202
318,DODGE,DART FFV,MID-SIZE,2,4,A6,X,9.9,7,198
319,DODGE,DART FFV,MID-SIZE,2,4,A6,E,14.2,9.8,195
320,DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,212
321,DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7,202
322,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,168
323,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,168
324,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,10.8,331
325,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,278
326,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13,250
327,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,271
328,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,264
329,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,255
330,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,285
331,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,276
332,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,259
333,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
334,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
335,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,182
336,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,6.3,166
337,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
338,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,182
339,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,156
340,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,179
341,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,10,7.2,200
342,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,193
343,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.6,6.4,138
344,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,14.4,373
345,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,24.1,19.2,350
346,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,19.3,14.7,396
347,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,24.9,19.6,360
348,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,386
349,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,25.5,20,368
350,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,23.9,17.8,488
351,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,20.6,15.5,421
352,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,26.7,20.5,382
353,FORD,EDGE,SUV - SMALL,2,4,A6,X,11.3,7.9,225
354,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,8.7,248
355,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.3,264
356,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,281
357,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,209
358,FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,10.9,8,221
359,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.5,216
360,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,214
361,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.2,8.5,230
362,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,368
363,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18,346
364,FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,11.8,8.3,235
365,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,299
366,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,274
367,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,254
368,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,288
369,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,267
370,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,10.6,292
371,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,10.6,294
372,FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,366
373,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,317
374,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,11,308
375,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,402
376,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14,10.3,283
377,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,264
378,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14,10.3,283
379,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,264
380,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,X,16.4,12.3,336
381,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,E,22.1,16.7,315
382,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.4,12.3,336
383,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.1,16.7,315
384,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,15,11.4,308
385,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,288
386,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15,11.4,308
387,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,15.3,288
388,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,X,16.8,12.6,343
389,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,E,22.4,17,320
390,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.7,12.5,340
391,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.4,16.9,318
392,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15,414
393,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,175
394,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,175
395,FORD,FIESTA SFE,SUBCOMPACT,1,4,M5,X,7.5,5.5,152
396,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8,5.8,161
397,FORD,FIESTA ST,COMPACT,1.6,4,M6,X,8.9,6.8,184
398,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.2,9.4,264
399,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,278
400,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,294
401,FORD,FOCUS,COMPACT,2,4,M6,X,10.2,7.4,205
402,FORD,FOCUS FFV,COMPACT,2,4,A6,X,8.8,6.4,177
403,FORD,FOCUS FFV,COMPACT,2,4,A6,E,11.7,8.5,165
404,FORD,FOCUS FFV,COMPACT,2,4,AS6,X,8.9,6.4,179
405,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,11.7,8.5,165
406,FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.1,6.6,184
407,FORD,FOCUS FFV,COMPACT,2,4,M5,E,11.9,8.9,170
408,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,X,8.4,5.8,166
409,FORD,FOCUS SFE FFV,COMPACT,2,4,A6,E,11.6,8.3,162
410,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,6.6,196
411,FORD,FUSION,MID-SIZE,1.6,4,M6,X,9.4,6.4,186
412,FORD,FUSION,MID-SIZE,2,4,AS6,X,10.5,7.1,207
413,FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7,205
414,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.5,6.3,186
415,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,10.9,7.5,216
416,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.3,5.7,126
417,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,7.8,235
418,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,8.1,244
419,FORD,MUSTANG,SUBCOMPACT,5,8,A6,X,13.3,9.3,264
420,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.4,9.4,292
421,FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,304
422,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,12.5,8.2,244
423,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,10.5,7.3,209
424,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,271
425,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,237
426,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17,11.1,229
427,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13,9.1,258
428,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.4,12.5,251
429,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8,218
430,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,228
431,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,232
432,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,239
433,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,283
434,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,297
435,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,12.7,347
436,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,13.4,366
437,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,334
438,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,380
439,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,344
440,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,380
441,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,344
442,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,380
443,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,362
444,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,380
445,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,344
446,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,380
447,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,362
448,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,414
449,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.9,15,432
450,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30,20.4,411
451,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,419
452,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.1,15,435
453,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30.2,20.5,413
454,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,271
455,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,269
456,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,292
457,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,270
458,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,324
459,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,290
460,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20,15.1,285
461,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,299
462,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,277
463,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,329
464,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,209
465,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,276
466,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,259
467,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,230
468,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,290
469,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,272
470,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16,11.1,317
471,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,294
472,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,317
473,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,294
474,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17,11.8,338
475,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,322
476,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,377
477,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,354
478,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16,11.1,317
479,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,294
480,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,317
481,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,294
482,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9,6.6,182
483,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,186
484,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,200
485,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11,6.8,209
486,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,221
487,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13,8.4,251
488,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,4.9,110
489,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6,161
490,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,166
491,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,175
492,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,246
493,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,209
494,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,216
495,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6,145
496,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,159
497,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,172
498,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,177
499,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,244
500,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,265
501,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,276
502,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,308
503,HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,177
504,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,177
505,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,A6,X,9.8,7.2,198
506,HYUNDAI,ELANTRA GT,MID-SIZE,2,4,M6,X,9.8,7,196
507,HYUNDAI,EQUUS,FULL-SIZE,5,8,A8,Z,15.7,10.2,304
508,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13,8.7,255
509,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13,9.1,258
510,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,267
511,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,237
512,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,4,A6,X,12.9,9.7,264
513,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,255
514,HYUNDAI,SONATA,FULL-SIZE,2,4,A6,X,11.4,7.5,221
515,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7,196
516,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,143
517,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,145
518,HYUNDAI,TUCSON,SUV - SMALL,2,4,A6,X,10.2,8.2,214
519,HYUNDAI,TUCSON,SUV - SMALL,2,4,M6,X,11.4,8.6,232
520,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,230
521,HYUNDAI,TUCSON 4WD,SUV - SMALL,2,4,A6,X,11.4,9.3,242
522,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,244
523,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,177
524,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,184
525,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,202
526,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,196
527,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12,8,235
528,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,248
529,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,172
530,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,189
531,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,265
532,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,269
533,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,283
534,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,255
535,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,267
536,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,253
537,INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,283
538,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,267
539,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15,10.2,294
540,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8,7,175
541,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,271
542,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9,244
543,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,253
544,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,196
545,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,294
546,INFINITI,QX70 AWD,SUV - SMALL,5,8,AS7,Z,16.6,11.9,334
547,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,345
548,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.8,8.4,237
549,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,12.2,8.7,244
550,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15,10.2,294
551,JAGUAR,XF,MID-SIZE,2,4,AS8,Z,12.3,8.2,242
552,JAGUAR,XF 3.0L AWD,MID-SIZE,3,6,AS8,Z,14.7,9.1,281
553,JAGUAR,XFR,MID-SIZE,5,8,AS8,Z,15.7,10.3,306
554,JAGUAR,XFR,MID-SIZE,5,8,AS8,E,21.3,14.1,290
555,JAGUAR,XFR-S,MID-SIZE,5,8,AS8,Z,15.7,10.3,306
556,JAGUAR,XJ AWD,FULL-SIZE,3,6,AS8,Z,14.6,9.6,285
557,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,306
558,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,280
559,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3,6,AS8,Z,14.7,9.6,285
560,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,306
561,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,280
562,JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,306
563,JAGUAR,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.2,306
564,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.1,10.6,301
565,JAGUAR,XK COUPE,MINICOMPACT,5,8,AS6,Z,14.8,9.9,290
566,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,315
567,JAGUAR,XKR COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,310
568,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,315
569,JAGUAR,XKR-S COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,310
570,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,218
571,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,242
572,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,230
573,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,248
574,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,232
575,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,253
576,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,251
577,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,267
578,JEEP,COMPASS,SUV - SMALL,2,4,AV,X,10.7,8.8,228
579,JEEP,COMPASS,SUV - SMALL,2,4,A6,X,11.1,8.3,225
580,JEEP,COMPASS,SUV - SMALL,2,4,M5,X,10.2,7.8,209
581,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,225
582,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,216
583,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,235
584,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,216
585,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,255
586,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,340
